D23,0,1,-30.620,-5.790,-2.951
D23,1,2,-16.620,-3.020,1.685
D23,2,3,-16.620,-3.020,1.685
D23,3,4,-5.000,-1.330,1.727
D23,4,5,-5.000,-1.330,1.727
D23,5,6,12.810,20.820,-2.995
D23,6,7,0.750,18.410,1.733
D23,7,8,-2.640,18.550,-1.447
D23,8,9,-2.640,18.550,-1.447
D23,9,10,-5.750,17.350,1.786
D23,10,11,-5.750,17.350,1.786
D23,11,12,-18.320,15.830,-1.427
D23,12,13,-18.320,15.830,-1.427
D23,13,14,-21.980,14.750,1.703
D23,14,15,-21.980,14.750,1.703
D23,15,16,-29.670,17.870,1.195
D23,16,17,-31.050,18.280,1.195
D23,17,18,-31.050,18.260,1.195
D23,18,19,-33.530,11.160,-1.465
D23,19,20,4.700,15.230,1.750
D23,20,20,-33.530,11.160,-1.465
D23,21,21,5.950,15.830,1.699
D23,22,22,1.090,0.220,-3.000
L150,0,272,0.000,0.000,0.000
L150,1,288,0.770,0.320,1.735
L150,2,262,-1.370,-0.340,1.683
L150,3,260,-3.000,-0.460,1.717
L150,4,258,-4.410,-0.760,1.729
L150,5,256,-5.620,-0.930,-3.000
L150,6,244,-7.110,-1.100,1.743
L150,7,246,-8.500,-1.370,1.711
L150,8,242,-9.880,-1.620,1.715
L150,9,240,-11.160,-1.620,1.733
L150,10,640,-12.750,-1.120,1.788
L150,11,230,-12.500,-1.870,1.699
L150,12,642,-13.710,-1.330,-2.947
L150,13,342,-12.750,0.390,-2.979
L150,14,2384,-14.250,0.340,0.140
L150,15,352,-13.080,1.870,0.099
L150,16,354,-14.250,1.870,-1.431
L150,17,358,-13.080,3.470,-1.455
L150,18,356,-14.410,3.560,-1.453
L150,19,368,-13.250,5.030,-1.447
L150,20,370,-14.580,5.000,-2.991
L150,21,802,-13.660,7.000,-1.389
L150,22,804,-14.560,6.870,-1.455
L150,23,806,-13.830,8.050,-3.016
L150,24,996,-12.910,8.400,1.687
L150,25,674,-11.990,9.080,-3.040
L150,26,672,-12.130,10.250,-1.387
L150,27,662,-12.250,11.330,-2.974
L150,28,660,-12.490,12.720,-1.393
L150,29,658,-13.080,13.250,1.711
L150,30,656,-14.560,13.230,0.194
L150,31,838,-15.500,13.330,0.114
L150,32,644,-14.500,14.570,1.889
L150,33,646,-15.980,14.380,1.719
L150,34,768,-14.820,15.880,1.709
L150,35,770,-16.000,15.830,-1.437
L150,36,758,-13.310,16.050,-2.922
L150,37,756,-11.960,16.320,1.735
L150,38,754,-10.720,16.670,0.200
L150,39,752,-9.310,16.850,0.277
L150,40,742,-7.740,17.210,-1.457
L150,41,740,-6.480,17.420,-1.397
L150,42,738,-5.080,17.600,-1.231
L150,43,736,-3.680,17.890,-1.360
L150,44,726,-2.350,18.100,-1.411
L150,45,724,-0.930,18.230,-1.326
L150,46,722,0.400,18.510,-1.447
L150,47,720,1.750,18.710,-1.397
L150,48,710,3.220,18.820,-1.217
L150,49,598,5.030,18.210,0.134
L150,50,708,4.910,19.140,-3.024
L150,51,706,6.540,19.480,-1.366
L150,52,704,7.820,19.460,-1.433
L150,53,694,9.080,19.530,1.683
L150,54,692,10.470,19.820,-1.399
L150,55,608,5.400,16.570,-2.891
L150,56,610,5.690,15.640,0.095
L150,57,612,5.540,14.410,0.321
L150,58,614,4.440,15.470,-2.978
L150,59,624,3.270,15.060,0.197
L150,60,626,3.160,13.250,0.085
L150,61,628,3.430,11.730,3.076
L150,62,338,3.910,10.640,-1.487
L150,63,336,1.770,10.750,1.707
L150,64,326,0.050,10.580,1.693
L150,65,324,-1.620,10.550,1.727
L150,66,322,-1.870,9.250,-3.087
L150,67,308,-1.620,7.910,-3.087
L150,68,310,-0.560,8.160,-1.409
L150,69,320,-0.890,9.550,-1.276
L150,70,306,-1.370,6.290,-3.031
L150,71,304,-0.340,6.410,-2.987
L150,72,292,-1.310,4.660,-3.032
L150,73,294,-0.280,4.870,0.128
L150,74,290,-1.120,2.970,-3.092
L150,75,278,0.100,3.270,-1.618
L150,76,274,-0.930,1.370,-3.068
L150,77,276,0.110,1.620,-3.072
L150,78,228,-13.810,-2.140,-2.967
L150,79,226,-15.310,-2.270,1.689
L150,80,224,-16.570,-2.490,-3.032
L150,81,214,-17.820,-2.640,-3.020
L150,82,212,-19.410,-2.770,1.713
L150,83,210,-20.620,-2.970,1.667
L150,84,208,-21.870,-3.080,1.659
L150,85,198,-23.260,-3.410,1.725
L150,86,372,-24.480,-3.470,-1.455
L150,87,374,-26.140,-3.680,0.140
L150,88,384,-25.940,-5.200,1.653
L150,89,386,-27.730,-3.910,0.112
L150,90,388,-27.530,-5.250,0.140
L150,91,400,-29.210,-4.150,0.171
L150,92,390,-28.960,-5.450,0.158
L150,93,402,-30.440,-4.650,-2.963
L150,94,404,-30.350,-5.790,-3.048
L150,95,416,-32.170,-4.910,0.164
L150,96,406,-31.820,-5.950,-1.417
L150,97,772,-17.570,15.410,1.762
L150,98,774,-18.980,15.330,-3.020
L150,99,784,-20.440,15.140,1.729
L150,100,786,-21.960,14.830,1.713
L150,101,788,-23.120,14.750,-2.979
L150,102,790,-24.390,14.580,-2.978
L150,103,800,-26.050,14.500,-1.647
L150,104,994,-27.550,14.480,1.747
L150,105,418,-28.800,14.630,1.689
L150,106,420,-28.820,16.260,-1.419
L150,107,422,-29.620,17.480,-3.063
L150,108,432,-30.730,18.570,2.314
L150,109,436,-30.920,20.120,0.047
L150,110,434,-32.170,18.600,-1.477
L150,111,438,-32.210,19.800,-1.431
L150,112,450,-33.700,18.510,-1.435
L150,113,448,-33.770,19.530,-1.459
L150,114,992,-28.460,13.250,1.673
L150,115,982,-29.460,13.150,1.647
L150,116,902,-28.320,12.000,-1.508
L150,117,980,-29.440,11.910,-1.493
L150,118,930,-30.390,11.250,-1.534
L150,119,916,-31.850,10.830,3.129
L150,120,914,-33.140,10.640,-2.903
L150,121,912,-34.250,10.750,-3.071
