L150,122,928,-31.510,9.830,0.098
L150,123,918,-32.770,9.720,0.099
L150,124,978,-29.250,10.580,-1.465
L150,125,900,-28.190,10.580,1.663
L150,126,976,-29.100,9.460,-2.991
L150,127,898,-28.100,9.580,1.661
L150,128,966,-29.120,8.470,1.693
L150,129,896,-27.960,8.710,0.096
L150,130,964,-29.000,7.450,0.117
L150,131,630,-27.820,7.410,1.655
L150,132,962,-28.710,6.000,-3.064
L150,133,884,-27.670,5.910,1.661
L150,134,960,-28.620,4.700,-3.072
L150,135,882,-27.480,4.750,-3.055
L150,136,950,-28.550,3.410,-3.080
L150,137,880,-27.410,3.470,-3.039
L150,138,948,-28.480,2.160,-3.120
L150,139,870,-27.460,2.180,1.606
L150,140,946,-28.420,0.790,-3.108
L150,141,868,-27.390,0.800,1.624
L150,142,944,-28.350,-0.450,-3.092
L150,143,464,-27.350,-0.440,1.594
L150,144,934,-28.460,-1.620,1.602
L150,145,454,-27.320,-1.600,1.590
L150,146,932,-28.550,-3.220,1.639
L150,147,452,-27.120,-3.000,-3.129
L150,148,690,11.830,20.010,-1.471
L150,149,676,12.480,21.350,-3.079
P173,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0
P173,1,2,0.770,0.320,1.735,0,0,0,0,0,0,0,0,0,0
P173,2,3,-1.370,-0.340,1.683,0,0,0,0,0,0,0,0,0,0
P173,3,4,-3.000,-0.460,1.717,0,0,0,0,0,0,0,0,0,0
P173,4,5,-4.410,-0.760,1.729,0,0,0,0,0,0,0,0,0,0
P173,5,6,-5.620,-0.930,-3.000,0,0,0,0,0,0,0,0,0,0
P173,6,7,-7.110,-1.100,1.743,0,0,0,0,0,0,0,0,0,0
P173,7,8,-8.500,-1.370,1.711,0,0,0,0,0,0,0,0,0,0
P173,8,9,-9.880,-1.620,1.715,0,0,0,0,0,0,0,0,0,0
P173,9,10,-11.160,-1.620,1.733,0,0,0,0,0,0,0,0,0,0
P173,10,11,-12.750,-1.120,1.788,14,0,0,0,0,0,0,0,0,0
P173,11,12,-12.500,-1.870,1.699,11,0,0,0,0,0,0,0,0,0
P173,12,13,-13.710,-1.330,-2.947,79,0,0,0,0,0,0,0,0,0
P173,13,14,-12.750,0.390,-2.979,16,0,0,0,0,0,0,0,0,0
P173,14,15,-14.250,0.340,0.140,13,0,0,0,0,0,0,0,0,0
P173,15,16,-13.080,1.870,0.099,18,0,0,0,0,0,0,0,0,0
P173,16,17,-14.250,1.870,-1.431,15,0,0,0,0,0,0,0,0,0
P173,17,18,-13.080,3.470,-1.455,20,0,0,0,0,0,0,0,0,0
P173,18,19,-14.410,3.560,-1.453,17,0,0,0,0,0,0,0,0,0
P173,19,20,-13.250,5.030,-1.447,22,0,0,0,0,0,0,0,0,0
P173,20,21,-14.580,5.000,-2.991,19,0,0,0,0,0,0,0,0,0
P173,21,22,-13.660,7.000,-1.389,24,0,0,0,0,0,0,0,0,0
P173,22,23,-14.560,6.870,-1.455,21,0,0,0,0,0,0,0,0,0
P173,23,24,-13.830,8.050,-3.016,25,23,0,0,0,0,0,0,0,0
P173,24,25,-12.910,8.400,1.687,26,24,0,0,0,0,0,0,0,0
P173,25,26,-11.990,9.080,-3.040,27,25,0,0,0,0,0,0,0,0
P173,26,27,-12.130,10.250,-1.387,28,26,0,0,0,0,0,0,0,0
P173,27,28,-12.250,11.330,-2.974,29,27,0,0,0,0,0,0,0,0
P173,28,29,-12.490,12.720,-1.393,30,28,0,0,0,0,0,0,0,0
P173,29,30,-13.080,13.250,1.711,31,29,0,0,0,0,0,0,0,0
P173,30,31,-14.560,13.230,0.194,30,33,0,0,0,0,0,0,0,0
P173,31,32,-15.500,13.330,0.114,31,0,0,0,0,0,0,0,0,0
P173,32,33,-14.500,14.570,1.889,35,0,0,0,0,0,0,0,0,0
P173,33,34,-15.980,14.380,1.719,32,0,0,0,0,0,0,0,0,0
P173,34,35,-14.820,15.880,1.709,37,214,0,0,0,0,0,0,0,0
P173,35,36,-16.000,15.830,-1.437,35,34,0,0,0,0,0,0,0,0
P173,36,37,-13.310,16.050,-2.922,38,0,0,0,0,0,0,0,0,0
P173,37,38,-11.960,16.320,1.735,39,0,0,0,0,0,0,0,0,0
P173,38,39,-10.720,16.670,0.200,40,0,0,0,0,0,0,0,0,0
P173,39,40,-9.310,16.850,0.277,41,0,0,0,0,0,0,0,0,0
P173,40,41,-7.740,17.210,-1.457,42,0,0,0,0,0,0,0,0,0
P173,41,42,-6.480,17.420,-1.397,43,0,0,0,0,0,0,0,0,0
P173,42,43,-5.080,17.600,-1.231,44,0,0,0,0,0,0,0,0,0
P173,43,44,-3.680,17.890,-1.360,45,0,0,0,0,0,0,0,0,0
P173,44,45,-2.350,18.100,-1.411,46,0,0,0,0,0,0,0,0,0
P173,45,46,-0.930,18.230,-1.326,47,0,0,0,0,0,0,0,0,0
P173,46,47,0.400,18.510,-1.447,48,0,0,0,0,0,0,0,0,0
P173,47,48,1.750,18.710,-1.397,49,0,0,0,0,0,0,0,0,0
P173,48,49,3.220,18.820,-1.217,51,0,0,0,0,0,0,0,0,0
P173,49,50,5.030,18.210,0.134,56,51,0,0,0,0,0,0,0,0
P173,50,51,4.910,19.140,-3.024,50,200,0,0,0,0,0,0,0,0
P173,51,52,6.540,19.480,-1.366,0,0,0,0,0,0,0,0,0,0
P173,52,53,7.820,19.460,-1.433,0,0,0,0,0,0,0,0,0,0
P173,53,54,9.080,19.530,1.683,0,0,0,0,0,0,0,0,0,0
P173,54,55,10.470,19.820,-1.399,0,0,0,0,0,0,0,0,0,0
P173,55,56,5.400,16.570,-2.891,50,57,0,0,0,0,0,0,0,0
P173,56,57,5.690,15.640,0.095,56,0,0,0,0,0,0,0,0,0
P173,57,58,5.540,14.410,0.321,0,0,0,0,0,0,0,0,0,0
P173,58,59,4.440,15.470,-2.978,0,0,0,0,0,0,0,0,0,0
P173,59,60,3.270,15.060,0.197,0,0,0,0,0,0,0,0,0,0
P173,60,61,3.160,13.250,0.085,0,0,0,0,0,0,0,0,0,0
P173,61,62,3.430,11.730,3.076,0,0,0,0,0,0,0,0,0,0
P173,62,63,3.910,10.640,-1.487,0,0,0,0,0,0,0,0,0,0
P173,63,64,1.770,10.750,1.707,0,0,0,0,0,0,0,0,0,0
P173,64,65,0.050,10.580,1.693,0,0,0,0,0,0,0,0,0,0
P173,65,66,-1.620,10.550,1.727,0,0,0,0,0,0,0,0,0,0
P173,66,67,-1.870,9.250,-3.087,0,0,0,0,0,0,0,0,0,0
P173,67,68,-1.620,7.910,-3.087,0,0,0,0,0,0,0,0,0,0
P173,68,69,-0.560,8.160,-1.409,0,0,0,0,0,0,0,0,0,0
P173,69,70,-0.890,9.550,-1.276,0,0,0,0,0,0,0,0,0,0
P173,70,71,-1.370,6.290,-3.031,0,0,0,0,0,0,0,0,0,0
P173,71,72,-0.340,6.410,-2.987,0,0,0,0,0,0,0,0,0,0
P173,72,73,-1.310,4.660,-3.032,0,0,0,0,0,0,0,0,0,0
P173,73,74,-0.280,4.870,0.128,0,0,0,0,0,0,0,0,0,0
P173,74,75,-1.120,2.970,-3.092,0,0,0,0,0,0,0,0,0,0
P173,75,76,0.100,3.270,-1.618,0,0,0,0,0,0,0,0,0,0
P173,76,77,-0.930,1.370,-3.068,0,0,0,0,0,0,0,0,0,0
P173,77,78,0.110,1.620,-3.072,0,0,0,0,0,0,0,0,0,0
P173,78,79,-13.810,-2.140,-2.967,0,0,0,0,0,0,0,0,0,0
P173,79,80,-15.310,-2.270,1.689,0,0,0,0,0,0,0,0,0,0
P173,80,81,-16.570,-2.490,-3.032,0,0,0,0,0,0,0,0,0,0
P173,81,82,-17.820,-2.640,-3.020,0,0,0,0,0,0,0,0,0,0
P173,82,83,-19.410,-2.770,1.713,0,0,0,0,0,0,0,0,0,0
P173,83,84,-20.620,-2.970,1.667,0,0,0,0,0,0,0,0,0,0
P173,84,85,-21.870,-3.080,1.659,0,0,0,0,0,0,0,0,0,0
P173,85,86,-23.260,-3.410,1.725,0,0,0,0,0,0,0,0,0,0
P173,86,87,-24.480,-3.470,-1.455,0,0,0,0,0,0,0,0,0,0
P173,87,88,-26.140,-3.680,0.140,0,0,0,0,0,0,0,0,0,0
P173,88,89,-25.940,-5.200,1.653,0,0,0,0,0,0,0,0,0,0
P173,89,90,-27.730,-3.910,0.112,0,0,0,0,0,0,0,0,0,0
P173,90,91,-27.530,-5.250,0.140,0,0,0,0,0,0,0,0,0,0
P173,91,92,-29.210,-4.150,0.171,0,0,0,0,0,0,0,0,0,0
P173,92,93,-28.960,-5.450,0.158,0,0,0,0,0,0,0,0,0,0
P173,93,94,-30.440,-4.650,-2.963,0,0,0,0,0,0,0,0,0,0
P173,94,95,-30.350,-5.790,-3.048,0,0,0,0,0,0,0,0,0,0
P173,95,96,-32.170,-4.910,0.164,0,0,0,0,0,0,0,0,0,0
P173,96,97,-31.820,-5.950,-1.417,0,0,0,0,0,0,0,0,0,0
P173,97,98,-17.570,15.410,1.762,36,0,0,0,0,0,0,0,0,0
P173,98,99,-18.980,15.330,-3.020,98,0,0,0,0,0,0,0,0,0
P173,99,100,-20.440,15.140,1.729,99,0,0,0,0,0,0,0,0,0
P173,100,101,-21.960,14.830,1.713,100,0,0,0,0,0,0,0,0,0
P173,101,102,-23.120,14.750,-2.979,101,0,0,0,0,0,0,0,0,0
P173,102,103,-24.390,14.580,-2.978,102,0,0,0,0,0,0,0,0,0
P173,103,104,-26.050,14.500,-1.647,103,0,0,0,0,0,0,0,0,0
P173,104,105,-27.550,14.480,1.747,104,0,0,0,0,0,0,0,0,0
P173,105,106,-28.800,14.630,1.689,116,0,0,0,0,0,0,0,0,0
P173,106,107,-28.820,16.260,-1.419,0,0,0,0,0,0,0,0,0,0
P173,107,108,-29.620,17.480,-3.063,0,0,0,0,0,0,0,0,0,0
P173,108,109,-30.730,18.570,2.314,0,0,0,0,0,0,0,0,0,0
P173,109,110,-30.920,20.120,0.047,0,0,0,0,0,0,0,0,0,0
P173,110,111,-32.170,18.600,-1.477,0,0,0,0,0,0,0,0,0,0
P173,111,112,-32.210,19.800,-1.431,0,0,0,0,0,0,0,0,0,0
P173,112,113,-33.700,18.510,-1.435,0,0,0,0,0,0,0,0,0,0
P173,113,114,-33.770,19.530,-1.459,0,0,0,0,0,0,0,0,0,0
P173,114,115,-28.460,13.250,1.673,105,0,0,0,0,0,0,0,0,0
P173,115,116,-29.460,13.150,1.647,118,0,0,0,0,0,0,0,0,0
P173,116,117,-28.320,12.000,-1.508,115,0,0,0,0,0,0,0,0,0
P173,117,118,-29.440,11.910,-1.493,125,0,0,0,0,0,0,0,0,0
P173,118,119,-30.390,11.250,-1.534,0,0,0,0,0,0,0,0,0,0
P173,119,120,-31.850,10.830,3.129,0,0,0,0,0,0,0,0,0,0
P173,120,121,-33.140,10.640,-2.903,0,0,0,0,0,0,0,0,0,0
P173,121,122,-34.250,10.750,-3.071,0,0,0,0,0,0,0,0,0,0
P173,122,123,-31.510,9.830,0.098,0,0,0,0,0,0,0,0,0,0
P173,123,124,-32.770,9.720,0.099,0,0,0,0,0,0,0,0,0,0
P173,124,125,-29.250,10.580,-1.465,127,0,0,0,0,0,0,0,0,0
P173,125,126,-28.190,10.580,1.663,117,0,0,0,0,0,0,0,0,0
P173,126,127,-29.100,9.460,-2.991,129,0,0,0,0,0,0,0,0,0
P173,127,128,-28.100,9.580,1.661,126,0,0,0,0,0,0,0,0,0
P173,128,129,-29.120,8.470,1.693,131,0,0,0,0,0,0,0,0,0
P173,129,130,-27.960,8.710,0.096,128,0,0,0,0,0,0,0,0,0
P173,130,131,-29.000,7.450,0.117,133,0,0,0,0,0,0,0,0,0
P173,131,132,-27.820,7.410,1.655,130,0,0,0,0,0,0,0,0,0
P173,132,133,-28.710,6.000,-3.064,135,0,0,0,0,0,0,0,0,0
P173,133,134,-27.670,5.910,1.661,132,0,0,0,0,0,0,0,0,0
P173,134,135,-28.620,4.700,-3.072,137,0,0,0,0,0,0,0,0,0
P173,135,136,-27.480,4.750,-3.055,134,0,0,0,0,0,0,0,0,0
P173,136,137,-28.550,3.410,-3.080,139,0,0,0,0,0,0,0,0,0
P173,137,138,-27.410,3.470,-3.039,136,0,0,0,0,0,0,0,0,0
P173,138,139,-28.480,2.160,-3.120,141,0,0,0,0,0,0,0,0,0
P173,139,140,-27.460,2.180,1.606,138,0,0,0,0,0,0,0,0,0
P173,140,141,-28.420,0.790,-3.108,143,0,0,0,0,0,0,0,0,0
P173,141,142,-27.390,0.800,1.624,140,0,0,0,0,0,0,0,0,0
P173,142,143,-28.350,-0.450,-3.092,145,0,0,0,0,0,0,0,0,0
P173,143,144,-27.350,-0.440,1.594,142,0,0,0,0,0,0,0,0,0
P173,144,145,-28.460,-1.620,1.602,147,0,0,0,0,0,0,0,0,0
P173,145,146,-27.320,-1.600,1.590,144,0,0,0,0,0,0,0,0,0
P173,146,147,-28.550,-3.220,1.639,0,0,0,0,0,0,0,0,0,0
P173,147,148,-27.120,-3.000,-3.129,146,0,0,0,0,0,0,0,0,0
P173,148,149,11.830,20.010,-1.471,0,0,0,0,0,0,0,0,0,0
P173,149,150,12.480,21.350,-3.079,0,0,0,0,0,0,0,0,0,0
P173,150,200,3.193,19.512,-1.217,201,0,0,0,0,0,0,0,0,0
P173,151,201,1.707,19.493,-1.217,202,0,0,0,0,0,0,0,0,0
P173,152,202,0.264,19.355,-1.217,203,0,0,0,0,0,0,0,0,0
P173,153,203,-1.006,19.218,-1.217,204,0,0,0,0,0,0,0,0,0
P173,154,204,-2.424,19.000,-1.217,205,0,0,0,0,0,0,0,0,0
P173,155,205,-3.824,18.854,-1.217,206,0,0,0,0,0,0,0,0,0
P173,156,206,-5.210,18.596,-1.217,207,0,0,0,0,0,0,0,0,0
P173,157,207,-6.621,18.380,-1.217,208,0,0,0,0,0,0,0,0,0
P173,158,208,-7.970,18.219,-1.217,209,0,0,0,0,0,0,0,0,0
P173,159,209,-9.355,17.900,-1.217,210,0,0,0,0,0,0,0,0,0
P173,160,210,-10.676,17.716,-1.217,211,0,0,0,0,0,0,0,0,0
P173,161,211,-12.000,17.530,-1.217,212,0,0,0,0,0,0,0,0,0
P173,162,212,-13.357,17.149,-1.217,213,0,0,0,0,0,0,0,0,0
P173,163,213,-14.905,17.014,-1.217,214,36,0,0,0,0,0,0,0,0
P173,164,214,-16.085,16.780,-1.217,215,0,0,0,0,0,0,0,0,0
P173,165,215,-17.756,16.523,-1.217,216,0,0,0,0,0,0,0,0,0
P173,166,216,-19.000,16.480,-1.217,217,0,0,0,0,0,0,0,0,0
P173,167,217,-20.458,16.272,-1.217,218,0,0,0,0,0,0,0,0,0
P173,168,218,-22.009,16.106,-1.217,219,0,0,0,0,0,0,0,0,0
P173,169,219,-23.240,15.980,-1.217,220,0,0,0,0,0,0,0,0,0
P173,170,220,-24.487,15.918,-1.217,221,0,0,0,0,0,0,0,0,0
P173,171,221,-26.000,15.920,-1.217,222,0,0,0,0,0,0,0,0,0
P173,172,222,-27.620,15.876,-1.217,106,0,0,0,0,0,0,0,0,0
